Index,Date,City,Cause of Death,Country
9284,9/24/2006,Donkerhoek -  Gauteng - south Africa,Homicide,South Africa
9285,10/9/2006,Berville -  Kwa Zulu -  Natal -  South Africa,Other Accident,South Africa
9286,10/10/2006,Ukhahlamba-drakensberg Park -  South Africa,Other Accident,South Africa
9287,10/26/2006,Pretoria -  South Africa,Vehicle Accident,South Africa
9288,1/27/2007,Pretoria -  Gauteng -  South Africa,Homicide,South Africa
9289,3/14/2007,Hermanus -  Western Province -  South Africa,Homicide,South Africa
9290,6/23/2007,Western Province -  South Africa,Vehicle Accident,South Africa
9291,8/6/2007,Cape Town -  Western Cape -  South Africa,Other Accident,South Africa
9292,8/10/2007,Lephalale -  Limpopo -  South Africa,Vehicle Accident,South Africa
9293,10/19/2007,Pretoria -  Gauteng -  South Africa,Suicide,South Africa
9294,4/13/2008,Hermanus -  Western Cape -  South Africa,Maritime Accident,South Africa
9295,4/13/2008,Hermanus -  Western Cape -  South Africa,Maritime Accident,South Africa
9296,7/10/2008,Witbank -  Mpumalanga -  South Africa,Other Accident,South Africa
9297,7/10/2008,Witbank -  Mpumalanga -  South Africa,Other Accident,South Africa
9298,7/10/2008,Witbank -  Mpumalanga -  South Africa,Other Accident,South Africa
9299,9/1/2008,Harkerville -  Western Province -  South Africa,Drowning,South Africa
9300,10/24/2008,Pretoria -  Gauteng -  South Africa,Vehicle Accident,South Africa
9301,1/25/2009,Grahamstown -  South Africa,Vehicle Accident,South Africa
9302,4/5/2009,Port Elizabeth -  Eastern Cape -  South Africa,Vehicle Accident,South Africa
9303,7/6/2009,Groblersburg - Limpopo Province -  South Africa,Vehicle Accident,South Africa
9304,7/6/2009,Witpoort - Limpopo -  South Africa,Vehicle Accident,South Africa
9305,12/17/2009,Durban -  South Africa,Homicide,South Africa
9306,4/11/2010,Green Point -  south Africa,Suicide,South Africa
9307,4/24/2010,South Africa,Vehicle Accident,South Africa
9308,5/31/2010,Diepkloof - Gauteng,Other Accident,South Africa
9309,6/12/2010,Cape Town -  South Africa,Vehicle Accident,South Africa
9310,6/16/2010,Cape Town  - Western Cape -  South Africa,Vehicle Accident,South Africa
9311,8/3/2010,Pietermaritzburg -  KZN -  South Africa,Other Accident,South Africa
9312,8/15/2011,Dulstroom -  Mpumalanga -  South Africa,Vehicle Accident,South Africa
9313,3/1/2012,Johannesburg -  South Africa,Vehicle Accident,South Africa
9314,10/19/2012,Rustenburg -  North West -  South Africa,Vehicle Accident,South Africa
9315,10/19/2012,Rustenburg -  North West -  South Africa,Vehicle Accident,South Africa
9316,1/13/2013,Illovo -  Gauteng -  South Africa,Homicide,South Africa
9317,12/12/2013,Cape Town -  South Africa,Other Accident,South Africa
9318,1/26/2014,Port Elizabeth -  Eastern Cape,Suicide,South Africa
9319,7/2/2014,Johannesburg - Gauteng,Train Accident,South Africa
9320,8/16/2014,Kwa Zulu Natal,Vehicle Accident,South Africa
9321,8/16/2014,Kwa Zulu Natal,Vehicle Accident,South Africa
9322,7/29/2015,Cape Town -  Western Cape ,Homicide,South Africa
9323,9/4/2015,Elliotdale -  Eastern Cape,Drowning,South Africa
9324,12/19/2015,Cape Town,Vehicle Accident,South Africa
9325,5/5/2016,Pretoria,Vehicle Accident,South Africa
9326,9/10/2016,HekpoortGauteng,Vehicle Accident,South Africa
9327,9/16/2016,Bloemfontein Free State,Vehicle Accident,South Africa
9328,9/16/2016,Bloemfontein Free State,Vehicle Accident,South Africa
9329,11/13/2016,Linden -  Johannesburg Gauteng,Vehicle Accident,South Africa
9330,11/17/2016,Johannesburg -  Gauteng,Homicide,South Africa
9331,12/30/2016,Fresnaye -  Cape Town,Drowning,South Africa
9332,3/18/2017,Gauteng,Vehicle Accident,South Africa
9333,1/14/2018,Cape Town -  Western Cape,Unknown,South Africa
9334,5/13/2018,Cape Town -  Western Cape,Unknown,South Africa
9335,1/12/2003,Barcelona -  Spain,Vehicle Accident,Spain
9336,2/13/2003,Gran Via -  Madrid -  Spain,Vehicle Accident,Spain
9337,2/13/2003,Gran Via -  Madrid -  Spain,Vehicle Accident,Spain
9338,3/20/2003,Ronda -  Malaga -  Spain,Vehicle Accident,Spain
9339,5/6/2003,Highway Between Porreres And Montuiri -  Mallorca -  Spain,Vehicle Accident,Spain
9340,5/16/2003,Villafranca De Ebro -  Zaragoza -  Spain,Vehicle Accident,Spain
9341,8/8/2003,Granada -  Spain,Suicide,Spain
9342,9/23/2003,Benalmadena -  Malaga -  Spain,Drowning,Spain
9343,10/2/2003,El Alamo -  Madrid -  Spain,Suicide,Spain
9344,2/18/2004,San Antonio -  Ibiza -  Spain,Other Accident,Spain
9345,2/29/2004,Sant Cugat Del Valles (barcelona) -  Spain,Other Accident,Spain
9346,3/4/2004,Madrid -  Spain,Suicide,Spain
9347,3/4/2004,Sitges -  Barcelona -  Spain,Vehicle Accident,Spain
9348,3/16/2004,Travessia Ses Cases Noves -  Palma De Mallorca -  Spain,Vehicle Accident,Spain
9349,5/29/2004,Caladrones -  Huesca -  Spain,Vehicle Accident,Spain
9350,6/1/2004,Mesia -  A Coruna -  Spain,Vehicle Accident,Spain
9351,8/9/2004,Arico -  Tenerife -  Spain,Vehicle Accident,Spain
9352,8/9/2004,Arico -  Tenerife -  Spain,Vehicle Accident,Spain
9353,8/13/2004,San Javier -  Alicante -  Spain,Vehicle Accident,Spain
9354,8/13/2004,San Javier -  Alicante -  Spain,Vehicle Accident,Spain
9355,8/16/2004,Posada De Valdeon -  Leon -  Spain,Other Accident,Spain
9356,8/16/2004,Posada De Valdeon -  Leon -  Spain,Other Accident,Spain
9357,8/27/2004,Hospital Clinico -  Valencia -  Spain,Other Accident,Spain
9358,8/27/2004,Valencia -  Spain,Other Accident,Spain
9359,10/14/2004,Road N-111 -  Soria -  Spain,Vehicle Accident,Spain
9360,10/14/2004,Road N-111 -  Soria -  Spain,Vehicle Accident,Spain
9361,10/29/2004,Burgos -  Spain,Vehicle Accident,Spain
9362,10/29/2004,Burgos -  Spain,Vehicle Accident,Spain
9363,10/31/2004,Avila -  Spain,Vehicle Accident,Spain
9364,10/31/2004,Avila -  Spain,Vehicle Accident,Spain
9365,11/23/2004,Route Ap-2 -  Km 95 -  Candasnos -  Huesca -  Spain,Vehicle Accident,Spain
9366,11/23/2004,Route Ap-2 -  Km 95 -  Candasnos -  Huesca -  Spain,Vehicle Accident,Spain
9367,11/23/2004,Route Ap-2 -  Km 95 -  Candasnos -  Huesca -  Spain,Vehicle Accident,Spain
9368,11/23/2004,Route Ap-2 -  Km 95 -  Candasnos -  Huesca -  Spain,Vehicle Accident,Spain
9369,12/19/2004,Sevilla -  Spain,Suicide,Spain
9370,2/27/2005,Guadalajara -  Spain,Suicide,Spain
9371,3/28/2005,Highway A-7 -  Km 655 -  Near Valencia -  Spain,Vehicle Accident,Spain
9372,4/8/2005,San Sebastian -  Guipuzcoa -  Spain,Drowning,Spain
9373,4/30/2005,La Almolda -  Zaragoza -  Spain,Vehicle Accident,Spain
9374,5/2/2005,Algodonales -  Cadiz -  Spain,Other Accident,Spain
9375,5/6/2005,San Pedro De Alcantara -  Malaga -  Spain,Vehicle Accident,Spain
9376,7/5/2005,Valencia -  Spain,Other Accident,Spain
9377,7/10/2005,Pamplona -  Spain,Other Accident,Spain
9378,7/29/2005,Finisterre -  Spain,Drowning,Spain
9379,8/17/2005,Barcelona -  Spain,Other Accident,Spain
9380,12/6/2005,Cervera -  Lleida -  Spain,Vehicle Accident,Spain
9381,1/2/2006,Algodonales -  Cadiz -  Spain,Vehicle Accident,Spain
9382,1/14/2006,Madrid -  Spain,Other Accident,Spain
9383,1/17/2006,Bar Ultramarinos -  Sant Pau -  126 -  Barcelona -  Spain,Drug Related,Spain
9384,2/2/2006,Valverde -  El Hierro -  Spain,Vehicle Accident,Spain
9385,3/2/2006,Chipiona -  Cadiz -  Spain,Suicide,Spain
9386,3/12/2006,L'aldea (tarragona) -  Spain,Vehicle Accident,Spain
9387,3/26/2006,Viladomat -  59 -  3-3 -  Barcelona -  Spain,Suicide,Spain
9388,7/15/2006,Granada -  Spain,Suicide,Spain
9389,7/24/2006,Palma De Mall Orca -  Balearics Spain,Suicide,Spain
9390,8/3/2006,Marabella -  Malaga Spain,Drowning,Spain
9391,9/7/2006,Sant Josep -  (ibiza) -  Balearic Islands Spain,Drug Related,Spain
9392,9/15/2006,Barcelona -  Spain,Other Accident,Spain
9393,2/15/2007,Las Cabezas De San Juan -  Lebrija -  Sevilla -  Spain,Vehicle Accident,Spain
9394,3/9/2007,Arahal -  Sevilla -  Spain,Vehicle Accident,Spain
9395,3/9/2007,Arahal -  Sevilla -  Spain,Vehicle Accident,Spain
9396,3/16/2007,Albalat Dels Tarongers -  Valencia -  Spain,Homicide,Spain
9397,3/26/2007,Carretera Ma-1043 -  Punto Km. 5.950 -  Calvia -  Mallorca -  Balearics -  Spain¬†,Other Accident,Spain
9398,4/28/2007,Cartagena -  Murcia -  Spain,Drug Related,Spain
9399,4/28/2007,Cartagena -  Murcia -  Spain,Drug Related,Spain
9400,5/25/2007,Marbella -  Malaga -  Spain,Vehicle Accident,Spain
9401,7/17/2007,Santa Eulalia Del Riom -  Ibiza -  Balearics -  Spain,Suicide,Spain
9402,9/15/2007,Ronda Guinardo And Padilla Street -  Barcelona -  Spain,Vehicle Accident,Spain
9403,9/22/2007,Barcelona -  Spain,Drug Related,Spain
9404,9/29/2007,Soller -  Soller -  Balearics -  Spain,Vehicle Accident,Spain
9405,1/13/2008,Girona -  Girona -  Spain,Homicide,Spain
9406,1/17/2008,A Coruna -  Spain,Maritime Accident,Spain
9407,4/9/2008,Torrejon -  Madrid -  Spain,Suicide,Spain
9408,7/16/2008,Barcelona -  Spain,Other Accident,Spain
9409,10/30/2008,Barcelona -  Spain,Suicide,Spain
9410,11/5/2008,Madrid -  Spain,Suicide,Spain
9411,4/18/2009,Barcelona -  Spain,Drug Related,Spain
9412,4/29/2009,Alagon -  Zaragoza -  Spain,Drowning,Spain
9413,10/6/2009,Salamanca - Salamanca -  Spain,Other Accident,Spain
9414,10/18/2009,Alcomendas -  Madrid -  Spain,Maritime Accident,Spain
9415,10/29/2009,Alicante - Alicante -  Spain,Suicide,Spain
9416,12/17/2009,Madrid - Madrid -  Spain,Suicide,Spain
9417,1/23/2010,Barcelona -  Spain,Suicide,Spain
9418,5/28/2010,Tarancon -  Cuenca -  Spain,Vehicle Accident,Spain
9419,8/30/2010,Sevilla -  Sevilla -  Spain,Homicide,Spain
9420,11/27/2010,Barcelona -  Spain,Other Accident,Spain
9421,5/10/2011,Calvia -  Balearic Islands -  Spain,Vehicle Accident,Spain
9422,6/3/2011,Barcelona -  Spain,Suicide,Spain
9423,7/3/2011,Barcelona -  Spain,Vehicle Accident,Spain
9424,7/5/2011,Barcelona -  Spain,Other Accident,Spain
9425,7/12/2011,Balearic Islands -  Spain,Vehicle Accident,Spain
9426,8/7/2011,Balearic Islands -  Spain,Drowning,Spain
9427,9/20/2011,Madrid -  Spain,Drug Related,Spain
9428,1/26/2012,Barcelona -  Spain,Suicide,Spain
9429,3/17/2012,Marbella -  Malaga -  Spain,Suicide,Spain
9430,3/17/2012,Mataro -  Spain,Suicide,Spain
9431,6/17/2012,Barcelona -  Spain,Homicide,Spain
9432,6/20/2012,Organya -  Lleida -  Spain,Air Accident,Spain
9433,6/27/2012,Sant Antoni de Portmany -  Balearic Islands -  Spain,Drowning,Spain
9434,7/17/2012,Barcelona -  Spain,Drug Related,Spain
9435,7/23/2012,Malaga -  Spain,Suicide,Spain
9436,8/28/2012,Huelva -  Spain,Vehicle Accident,Spain
9437,12/17/2012,Sierra Nevada -  Granada -  Spain,Suicide,Spain
9438,5/6/2013,Madrid -  Spain,Suicide,Spain
9439,7/24/2013,Santiago De Compostela -  A Coruna -  Spain,Train Accident,Spain
9440,7/28/2013,Santiago De Compostela -  A Coruna -  Spain,Train Accident,Spain
9441,8/16/2013,Higuera De Las Duenas -  Avila -  Spain,Vehicle Accident,Spain
9442,9/18/2013,Elche -  Alicante -  Spain,Other Accident,Spain
9443,9/20/2013,Cala Deia -  Palma De Mallorca -  Spain,Drowning,Spain
9444,11/21/2013,Sevilla -  Spain,Drowning,Spain
9445,8/15/2014,Ibiza,Drowning,Spain
9446,9/8/2014,Satnat Cruz De Tenerife,Suicide,Spain
9447,9/20/2014,Bahia De Palma - Mallorca,Drowning,Spain
9448,9/29/2014,Las Palmas De Gran Canaria,Other Accident,Spain
9449,10/4/2014,Torrent -  Valencia,Vehicle Accident,Spain
9450,11/4/2014,Barcelona,Suicide,Spain
9451,3/30/2015,Sagunto -  Valencia,Vehicle Accident,Spain
9452,3/30/2015,Torremolinos -  Malaga,Drug Related,Spain
9453,5/12/2015,Madrid,Other Accident,Spain
9454,5/30/2015,Girona,Suicide,Spain
9455,7/17/2015,Madrid,Suicide,Spain
9456,7/19/2015,Seville,Other Accident,Spain
9457,8/5/2015,Barcelona,Homicide,Spain
9458,9/26/2015,Pontevedra,Drowning,Spain
9459,12/6/2015,Cartegena -  Murcia,Drowning,Spain
9460,2/28/2016,Malaga,Suicide,Spain
9461,3/12/2016,Mallorca,Suicide,Spain
9462,5/27/2016,Madrid,Suicide,Spain
9463,8/15/2016,Barcelona,Drug Related,Spain
9464,9/9/2016,Mos -  Pontevedra,Train Accident,Spain
9465,2/19/2017,Mallorca,Drug Related,Spain
9466,3/24/2017,Cantabria,Other Accident,Spain
9467,4/22/2017,Baleares,Suicide,Spain
9468,6/15/2017,Barcelona,Drug Related,Spain
9469,6/19/2017,Girona,Drowning,Spain
9470,8/17/2017,Barcelona -  Catalonia,Terrorist Action,Spain
9471,1/9/2018,Zaragoza -  Zaragoza,Suicide,Spain
9472,2/16/2018,Malaga -  Malaga,Suicide,Spain
9473,2/23/2018,Madrid -  Madrid,Homicide,Spain
9474,3/26/2018,Madrid -  Madrid,Suicide,Spain
9475,6/27/2018,Barcelona -  Barcelona,Suicide,Spain
9476,12/26/2004,Arugambay -  Pothuvil -  Sri Lanka,Disaster,Sri Lanka
9477,12/26/2004,Karapitiya -  Sri Lanka,Disaster,Sri Lanka
9478,12/26/2004,Nilaveli -  Trincomalee -  Sri Lanka,Disaster,Sri Lanka
9479,12/26/2004,Nilaveli -  Trincomalee -  Sri Lanka,Disaster,Sri Lanka
9480,12/26/2004,Yala -  Sri Lanka,Disaster,Sri Lanka
9481,12/26/2004,Yala -  Sri Lanka,Disaster,Sri Lanka
9482,12/26/2004,Yala -  Sri Lanka,Disaster,Sri Lanka
9483,12/26/2004,Yala -  Sri Lanka,Disaster,Sri Lanka
9484,5/16/2012,Colombo -  Sri Lanka,Suicide,Sri Lanka
9485,6/5/2013,K. Dhiffiushi -  Sri Lanka,Drowning,Sri Lanka
9486,6/11/2013,Galle Harbour -  Sri Lanka,Maritime Accident,Sri Lanka
9487,2/16/2015,Sri Lanka,Drowning,Sri Lanka
9488,8/3/2015,Baa Atol Eydhafushi,Drowning,Sri Lanka
9489,3/29/2016,Gamapaha,Homicide,Sri Lanka
9490,3/7/2018,Kilinochchi -  Kilinochchi,Other Accident,Sri Lanka
9491,1/1/2008,Khartoum -  Khartoum -  Sudan,Terrorist Action,Sudan
9492,1/4/2010, - Khartoum - Khartoum -  Sudan,Vehicle Accident,Sudan
9493,2/15/2014,Kassala,Vehicle Accident,Sudan
9494,1/20/2016,Khartoum,Vehicle Accident,Sudan
9495,4/25/2006,Road To District Of Nieuw Nickerie - Wageningen -  Suriname,Vehicle Accident,Suriname
9496,12/6/2007,Brokopono District -  Suirname,Other Accident,Suriname
9497,10/18/2014,Paramaribo,Suicide,Suriname
9498,3/18/2004,Eskilstuna -  Sweden,Homicide,Sweden
9499,6/7/2007,Stockholm -  Sweden,Other Accident,Sweden
9500,6/27/2007,Solna -  Sweden,Other Accident,Sweden
9501,7/5/2007,Sundbyberg -  Sweden,Drug Related,Sweden
9502,7/5/2007,Sundbyberg -  Sweden,Drug Related,Sweden
9503,7/25/2007,Orebro -  Sweden,Vehicle Accident,Sweden
9504,2/8/2010,Stockholm -  Sweden,Other Accident,Sweden
9505,5/19/2010,Blasinge -  Sweden,Drug Related,Sweden
9506,5/30/2010,Solna -  Sweden,Other Accident,Sweden
9507,6/2/2010,Solna -  Sweden,Drug Related,Sweden
9508,7/28/2011,Stockholm -  Sweden,Vehicle Accident,Sweden
9509,9/26/2011,Tierp -  Sweden,Drug Related,Sweden
9510,11/27/2011,Vastra Frolunda -  Sweden,Suicide,Sweden
9511,12/19/2011,Stockholm -  Sweden,Vehicle Accident,Sweden
9512,7/30/2012,Lysekil -  Sweden,Suicide,Sweden
9513,9/18/2012,Kungsbacka Fjord -  Halland -  Sweden,Drowning,Sweden
9514,3/2/2014,Vasteras,Vehicle Accident,Sweden
9515,5/26/2014,Linkoping,Other Accident,Sweden
9516,2/8/2015,Torsby,Suicide,Sweden
9517,4/9/2017,Gothenburg,Suicide,Sweden
9518,8/24/2017,Goteborg,Other Accident,Sweden
9519,3/28/2003,Mount Pilatus -  Hergiswil -  Switzerland,Other Accident,Switzerland
9520,6/17/2003,Gordola -  Verzasca Valley -  Ticino -  Switzerland,Other Accident,Switzerland
9521,9/24/2003,Laupen -  Canton Bern -  Switzerland,Other Accident,Switzerland
9522,9/30/2003,Goeschenen -  Canton Uri -  Switzerland,Other Accident,Switzerland
9523,11/12/2004,Charmey -  Canton Fribourg -  Switzerland,Other Accident,Switzerland
9524,1/27/2005,Forch -  Switzerland,Suicide,Switzerland
9525,3/13/2006,Rinerhorn -  Davos -  Graubuenden -  Switzerland,Other Accident,Switzerland
9526,2/5/2007,Bern -  Switzerland,Other Accident,Switzerland
9527,5/25/2007,Zurich -  Switzerland,Suicide,Switzerland
9528,9/7/2007,Bern -  Switzerland,Other Accident,Switzerland
9529,3/14/2008,Zurich -  Switzerland,Suicide,Switzerland
9530,3/22/2008,Bern -  Switzerland,Other Accident,Switzerland
9531,8/7/2008,Zermatt -  Valais -  Switzerland,Other Accident,Switzerland
9532,8/7/2008,Zermatt -  Valais -  Switzerland,Other Accident,Switzerland
9533,1/19/2009,Oberentfelden -  Switzerland,Suicide,Switzerland
9534,4/22/2009,Geneva -  Switzerland,Vehicle Accident,Switzerland
9535,7/15/2009,Ghazvin Province -  Switzerland,Air Accident,Switzerland
9536,7/15/2009,Ghazvin Province -  Switzerland,Air Accident,Switzerland
9537,7/15/2009,Ghazvin Province -  Switzerland,Air Accident,Switzerland
9538,7/20/2009,Bern -  Switzerland,Other Accident,Switzerland
9539,8/6/2009,Wohlen - Wohlen - Bern -  Switzerland,Suicide,Switzerland
9540,8/28/2009,Bern -  Switzerland,Other Accident,Switzerland
9541,10/26/2009,Zurich -  Switzerland,Other Accident,Switzerland
9542,2/28/2010,Canton Valais -  Switzerland,Other Accident,Switzerland
9543,4/23/2010,Leysin -  Switzerland,Other Accident,Switzerland
9544,6/9/2010,Giswil-Lungern OW -  Switzerland,Other Accident,Switzerland
9545,7/6/2010,Commune De Veytaux -  Switzerland,Drowning,Switzerland
9546,9/22/2010,Denges -  Switzerland,Suicide,Switzerland
9547,1/27/2011,Bern -  Switzerland,Suicide,Switzerland
9548,2/24/2011,Zermatt - Valais -  Switzerland,Other Accident,Switzerland
9549,3/20/2011,Bern -  Switzerland,Other Accident,Switzerland
9550,8/24/2011,Bern -  Switzerland,Other Accident,Switzerland
9551,10/30/2011,Zermatt -  Switzerland,Suicide,Switzerland
9552,11/28/2011,Zermatt -  Switzerland,Other Accident,Switzerland
9553,4/8/2012,Riva San Vitale -  Switzerland,Other Accident,Switzerland
9554,7/8/2012,Darligen -  Switzerland,Other Accident,Switzerland
9555,10/3/2012,Geneva -  Switzerland,Other Accident,Switzerland
9556,8/6/2013,Haut-Intyamon -  Canton Fribourg -  Switzerland,Other Accident,Switzerland
9557,9/19/2013,Lauterbrunnen -  Switzerland,Other Accident,Switzerland
9558,2/18/2014,Sion -  Valais,Other Accident,Switzerland
9559,4/5/2014,Roeschenz -  Basel-Country,Suicide,Switzerland
9560,10/5/2014,Les Diablerets,Other Accident,Switzerland
9561,10/21/2014,Geneva,Suicide,Switzerland
9562,11/10/2014,Chemin De La Serin Gland,Suicide,Switzerland
9563,12/3/2014,Bern,Suicide,Switzerland
9564,2/27/2015,Pfaffikon,Suicide,Switzerland
9565,3/6/2015,Pfaffikon,Suicide,Switzerland
9566,3/13/2015,Pfaffikon,Suicide,Switzerland
9567,4/9/2015,Pfaffikon,Suicide,Switzerland
9568,5/29/2015,Pfaffikon,Suicide,Switzerland
9569,6/10/2015,Pfaffikon,Suicide,Switzerland
9570,6/18/2015,Pfaffikon,Suicide,Switzerland
9571,7/2/2015,Pfaeffikon,Suicide,Switzerland
9572,7/10/2015,Pfaffikon,Suicide,Switzerland
9573,7/10/2015,Seedorf - Canton Uri,Other Accident,Switzerland
9574,7/29/2015,Pfaffikon,Suicide,Switzerland
9575,8/18/2015,Eptingen,Other Accident,Switzerland
9576,9/10/2015,Lauterbrunnen,Other Accident,Switzerland
9577,9/17/2015,Pfaffikon,Suicide,Switzerland
9578,10/1/2015,Gitschen - Seedorf UR,Other Accident,Switzerland
9579,10/23/2015,Pfaffikon,Suicide,Switzerland
9580,11/10/2015,Pfaffikon,Suicide,Switzerland
9581,11/14/2015,Pfaffikon,Suicide,Switzerland
9582,11/19/2015,Pfaffikon,Suicide,Switzerland
9583,12/16/2015,Ponte Bisantis,Suicide,Switzerland
9584,2/2/2016,Chur,Other Accident,Switzerland
9585,2/26/2016,Hindelbank,Drug Related,Switzerland
9586,3/27/2016,Jungfraujoch Mountain,Other Accident,Switzerland
9587,4/6/2016,Liestal,Suicide,Switzerland
9588,4/19/2016,Basel,Suicide,Switzerland
9589,4/21/2016,Pfaffikon,Suicide,Switzerland
9590,5/25/2016,Pfaffikon,Suicide,Switzerland
9591,6/15/2016,Pfaffikon,Suicide,Switzerland
9592,7/3/2016,Bütschwil-Ganterschwil -  St. Gallen,Unknown,Switzerland
9593,8/25/2016,Lauterbrunnen -  Bern,Other Accident,Switzerland
9594,12/17/2016,Bern,Other Accident,Switzerland
9595,12/26/2016,Zermatt -  Valais,Other Accident,Switzerland
9596,1/8/2017,Tehran,Other Accident,Switzerland
9597,5/12/2017,Geneva,Suicide,Switzerland
9598,2/18/2018,Montreux -  Territet,Drowning,Switzerland
9599,1/5/2005,Aleppo -  Syria,Vehicle Accident,Syria
9600,7/29/2005,Aleppo -  Syria,Vehicle Accident,Syria
9601,4/23/2006,Deraa/damascus Highway -  Syria,Vehicle Accident,Syria
9602,5/1/2006,¬†malki -  Damascus -  Syria,Vehicle Accident,Syria
9603,11/9/2007,Damascus-homs Highway -  Syria,Vehicle Accident,Syria
9604,7/23/2009,Damascus -  Syria,Other Accident,Syria
9605,11/7/2010,Homs -  Syria -  Homs -  Syria,Vehicle Accident,Syria
9606,12/26/2011,Homs -  Syria,Homicide,Syria
9607,8/19/2014,Syria,Terrorist Action,Syria
9608,9/2/2014,Syria,Terrorist Action,Syria
9609,2/7/2015,Syria,Hostage Related,Syria
9610,7/9/2016,Manbij -  Manbij -  Aleppo Governorate,Armed Conflict,Syria
9611,8/3/2016,Manbij -  Manbij -  Aleppo Governorate,Armed Conflict,Syria
9612,8/12/2016,Manbij -  Manbij -  Aleppo Governorate,Armed Conflict,Syria
9613,11/2/2016,Damascus,Unknown,Syria
9614,11/24/2016,Circa -  Manbij -  Aleppo Governorate,Armed Conflict,Syria
9615,1/15/2017,Manbij,Armed Conflict,Syria
9616,1/20/2017,Raqqa,Armed Conflict,Syria
9617,11/3/2002,Kaohsiung -  Taiwan,Vehicle Accident,Taiwan
9618,11/4/2002,Taipei -  Taiwan,Suicide,Taiwan
9619,11/12/2002,Tseng Tsu Road -  Kaohsiung -  Taiwan,Other Accident,Taiwan
9620,11/16/2002,Kaohsiung -  Taiwan,Suicide,Taiwan
9621,12/25/2002,Pingtung -  Taiwan,Vehicle Accident,Taiwan
9622,1/30/2003,Taipei -  Taiwan,Suicide,Taiwan
9623,3/21/2003,Taipei -  Taiwan,Suicide,Taiwan
9624,5/4/2003,Tamshui -  Taipei -  Taiwan,Suicide,Taiwan
9625,10/2/2003,Tainan -  Taiwan,Other Accident,Taiwan
9626,3/11/2004,Near #45 -  Aly 8 -  Gu Sung W. Ln. Pingtung -  Taiwan,Vehicle Accident,Taiwan
9627,6/13/2004,Kaohisung -  Taiwan,Drowning,Taiwan
9628,8/2/2004,Kaohsiung -  Taiwan,Other Accident,Taiwan
9629,4/3/2005,¬†heng-tsun Town -  Pingtung City -  Taiwan,Vehicle Accident,Taiwan
9630,5/5/2005,Taipea -  Taiwan,Other Accident,Taiwan
9631,7/26/2005,Tamsui -  Taipei -  Taiwan,Vehicle Accident,Taiwan
9632,10/21/2005,Chung Shan N. Road -  Taipei -  Taiwan,Other Accident,Taiwan
9633,10/24/2005,Xinzhuang City -  Taiwan,Suicide,Taiwan
9634,12/31/2005,Tainan -  Taiwan,Vehicle Accident,Taiwan
9635,4/9/2006,¬†taipei -  Taiwan,Vehicle Accident,Taiwan
9636,4/9/2006,¬†taipei -  Taiwan,Vehicle Accident,Taiwan
9637,7/27/2006,Yung Ho City -  Taiwan,Suicide,Taiwan
9638,6/30/2007,Chin Shui Park -  Kuang Shan -  Taitung -  Taiwan¬†,Air Accident,Taiwan
9639,8/29/2007,Da An District -  Taipei -  Taiwan,Suicide,Taiwan
9640,1/2/2008,Kaohsiung -  Taiwan,Suicide,Taiwan
9641,2/5/2008,Pintung -  Taiwan -  Taiwan,Other Accident,Taiwan
9642,3/15/2008,Taipei -  Taiwan,Other Accident,Taiwan
9643,7/8/2008,Tansuie -  Taipei -  Taiwan,Suicide,Taiwan
9644,7/16/2008,Hua-lian -  Taiwan,Other Accident,Taiwan
9645,8/9/2008,Sha-shia Town -  Taipei Hsien -  Taiwan,Suicide,Taiwan
9646,10/11/2008,Taipei -  Taiwan,Vehicle Accident,Taiwan
9647,5/10/2009,Neihu Road -  Taipei -  Taiwan,Suicide,Taiwan
9648,6/19/2009,Toufen -  Miaoli County -  Taiwan,Vehicle Accident,Taiwan
9649,2/8/2010,Taichung - Taiwan,Vehicle Accident,Taiwan
9650,3/6/2010,Taichung - Taiwan,Suicide,Taiwan
9651,3/10/2010,Taipei - Taiwan,Suicide,Taiwan
9652,3/23/2010,Taipei - Taiwan,Suicide,Taiwan
9653,4/15/2010,Taipei County - Taiwan,Suicide,Taiwan
9654,6/2/2010,Taipei City - Taiwan,Suicide,Taiwan
9655,6/13/2010, Xin Yin Road - Taipei - Taiwan,Suicide,Taiwan
9656,8/22/2010,Taipei -  Taiwan,Suicide,Taiwan
9657,8/24/2010,Taichung -  Taiwan,Suicide,Taiwan
9658,10/11/2010,Taipei -  Taiwan,Vehicle Accident,Taiwan
9659,10/16/2010,Taipei -  Taiwan,Suicide,Taiwan
9660,2/16/2011,Kaohsiung -  Taiwan,Vehicle Accident,Taiwan
9661,3/21/2011,Tainan -  Taiwan,Vehicle Accident,Taiwan
9662,4/4/2011,Pingtung -  Taiwan,Vehicle Accident,Taiwan
9663,4/28/2011,Taipei -  Taiwan ,Other Accident,Taiwan
9664,5/6/2011,Taipei -  Taiwan ,Suicide,Taiwan
9665,7/25/2011,Taichung -  Taiwan,Suicide,Taiwan
9666,8/13/2011,Taipei -  Taiwan,Suicide,Taiwan
9667,1/25/2012,Pingdung County -  Taiwan,Vehicle Accident,Taiwan
9668,3/24/2012,Tainan -  Taiwan,Suicide,Taiwan
9669,4/1/2012,Hsinchu County -  Taiwan,Other Accident,Taiwan
9670,5/3/2012,Taipei -  Taiwan,Suicide,Taiwan
9671,5/30/2012,Taichung -  Taiwan,Other Accident,Taiwan
9672,8/13/2012,Ping-Tung -  Taiwan,Other Accident,Taiwan
